handle,item_code,name,page,status,list_eur,eur_fob,cbm,cbm_method,landed_thb,landed_thb_raw,logistics_pct,logistics_clamp,retail_thb,retail_usd,retail_eur,freight_thb,duty_thb,vat_thb,remarks
berliner-90-141-429,90.141.429,Neptun.20,176,active,59541.0,50609.85,0.0,flat_uplift,2650103.57,2650103.57,0.35,,4416839.28,133652.45,113872.16,0.0,0.0,0.0,Price with stainless steel slide
berliner-90-141-336,90.141.336,Neptun.22,176,active,49258.0,41869.3,0.0,flat_uplift,2192418.69,2192418.69,0.35,floored,3654031.15,110570.07,94205.92,0.0,0.0,0.0,Price with stainless steel slide
berliner-90-141-227,90.141.227,Irrland,177,active,173646.0,147599.1,0.0,flat_uplift,7728789.97,7728789.97,0.35,floored,12881316.62,389785.42,332097.97,0.0,0.0,0.0,
berliner-90-141-232,90.141.232,Jupiter XXL,178,active,98156.0,83432.6,0.0,flat_uplift,4368814.19,4368814.19,0.35,,7281356.98,220332.04,187723.35,0.0,0.0,0.0,
berliner-90-100-040,90.100.040,Jupiter,179,active,15247.0,12959.95,0.0,flat_uplift,678626.98,678626.98,0.35,floored,1131044.97,34225.14,29159.89,0.0,0.0,0.0,
berliner-98-100-040,98.100.040,Mini Jupiter,179,active,12822.0,10898.7,0.0,flat_uplift,570692.93,570692.93,0.35,floored,951154.88,28781.71,24522.07,0.0,0.0,0.0,
berliner-90-140-027,90.140.027,Jupiter.03,179,active,22606.0,19215.1,0.0,flat_uplift,1006167.87,1006167.87,0.35,floored,1676946.45,50743.98,43233.97,0.0,0.0,0.0,
berliner-90-140-712,90.140.712,Jupiter.13,180,active,31637.0,26891.45,0.0,flat_uplift,1408127.62,1408127.62,0.35,,2346879.37,71015.98,60505.76,0.0,0.0,0.0,
berliner-90-140-001,90.140.001,Jupiter.07,180,active,45259.0,38470.15,0.0,flat_uplift,2014427.66,2014427.66,0.35,floored,3357379.43,101593.46,86557.84,0.0,0.0,0.0,
berliner-90-140-030,90.140.030,Jupiter.02,181,active,17891.0,15207.35,0.0,flat_uplift,796308.47,796308.47,0.35,floored,1327180.78,40160.16,34216.54,0.0,0.0,0.0,
berliner-90-140-921,90.140.921,Phoenix.02,181,active,71240.0,60554.0,0.0,flat_uplift,3170813.02,3170813.02,0.35,floored,5284688.37,159913.35,136246.5,0.0,0.0,0.0,
berliner-90-100-601-000-10,90.100.601.000.10,Spaceball XL,182,active,21104.0,17938.4,0.0,flat_uplift,939315.52,939315.52,0.35,floored,1565525.87,47372.42,40361.4,0.0,0.0,0.0,
berliner-90-100-601-000-19,90.100.601.000.19,Spaceball XL,182,active,25778.0,21911.3,0.0,flat_uplift,1147350.06,1147350.06,0.35,,1912250.1,57864.21,49300.43,0.0,0.0,0.0,stainless steel
berliner-90-134-066,90.134.066,Spaceball M.01,182,active,28227.0,23992.95,0.0,flat_uplift,1256352.32,1256352.32,0.35,,2093920.53,63361.51,53984.14,0.0,0.0,0.0,
berliner-90-100-111-000-10,90.100.111.000.10,Spaceball L,183,active,16503.0,14027.55,0.0,flat_uplift,734530.14,734530.14,0.35,floored,1224216.9,37044.5,31561.99,0.0,0.0,0.0,
berliner-90-100-111-900-10,90.100.111.900.10,Spaceball L,183,active,19498.0,16573.3,0.0,flat_uplift,867834.25,867834.25,0.35,floored,1446390.42,43767.41,37289.92,0.0,0.0,0.0,stainless steel
berliner-90-100-041-000-10,90.100.041.000.10,Spaceball M,183,active,14861.0,12631.85,0.0,flat_uplift,661446.55,661446.55,0.35,floored,1102410.92,33358.68,28421.66,0.0,0.0,0.0,
berliner-90-100-041-000-19,90.100.041.000.19,Spaceball M,183,active,18139.0,15418.15,0.0,flat_uplift,807346.68,807346.68,0.35,,1345577.8,40716.85,34690.84,0.0,0.0,0.0,stainless steel
berliner-90-100-031-000-10,90.100.031.000.10,Spaceball S,183,active,13786.0,11718.1,0.0,flat_uplift,613599.5,613599.5,0.35,,1022665.83,30945.61,26365.72,0.0,0.0,0.0,
berliner-90-100-031-900-00,90.100.031.900.00,Spaceball S,183,active,16051.0,13643.35,0.0,flat_uplift,714412.13,714412.13,0.35,,1190686.88,36029.89,30697.54,0.0,0.0,0.0,stainless steel
berliner-90-100-020,90.100.020,Venus,184,active,10063.0,8553.55,0.0,flat_uplift,481070.17,447892.92,0.45,floored,801783.62,24261.77,20671.08,0.0,0.0,0.0,
berliner-90-141-413,90.141.413,Mini Mars.03,184,active,13468.0,11447.8,0.0,flat_uplift,599445.67,599445.67,0.35,floored,999076.12,30231.79,25757.55,0.0,0.0,0.0,
berliner-99-100-015,99.100.015,Maxi Mars,185,active,7289.0,6195.65,0.0,flat_uplift,348456.77,324425.27,0.45,floored,580761.28,17573.69,14972.82,0.0,0.0,0.0,
berliner-90-100-010,90.100.010,Mars,185,active,6558.0,5574.3,0.0,flat_uplift,313510.7,291889.27,0.45,floored,522517.83,15811.26,13471.22,0.0,0.0,0.0,
berliner-98-100-010,98.100.010,Mini Mars,185,active,5098.0,4333.3,0.0,flat_uplift,243714.17,226906.3,0.45,floored,406190.28,12291.22,10472.14,0.0,0.0,0.0,
berliner-90-140-845,90.140.845,Pegasus.02,186,active,80742.0,68630.7,0.0,flat_uplift,3593736.45,3593736.45,0.35,floored,5989560.75,181242.61,154419.07,0.0,0.0,0.0,
berliner-90-100-075,90.100.075,Uranus,186,active,41111.0,34944.35,0.0,flat_uplift,1829804.8,1829804.8,0.35,floored,3049674.67,92282.39,78624.79,0.0,0.0,0.0,
berliner-90-141-248,90.141.248,Roanoke Park,187,active,110553.0,93970.05,0.0,flat_uplift,4920590.85,4920590.85,0.35,,8200984.75,248159.75,211432.61,0.0,0.0,0.0,
berliner-transfer-station-2,,Transfer Station,188,name_only_active,6893.0,5859.05,0.0,flat_uplift,329525.66,306799.75,0.45,floored,549209.43,16618.94,14159.37,0.0,0.0,0.0,
berliner-duck-jibe-spaceball-xl,,Duck Jibe Spaceball XL,188,name_only_active,9292.0,7898.2,0.0,flat_uplift,444211.87,413576.57,0.45,floored,740353.12,22402.9,19087.32,0.0,0.0,0.0,
berliner-hammock,,Hammock,188,name_only_active,2454.0,2085.9,0.0,flat_uplift,117315.53,109224.81,0.45,floored,195525.88,5916.56,5040.92,0.0,0.0,0.0,Incl. swivel joints
berliner-hand-over-hand-ladder,,Hand-over-Hand Ladder,188,name_only_active,389.0,330.65,0.0,flat_uplift,23085.28,17313.96,0.8,floored,38475.47,1164.26,991.95,0.0,0.0,0.0,Price first meter incl. all end fixings
berliner-hand-over-hand-ladder-2,,Hand-over-Hand Ladder,188,name_only_active,176.0,149.6,0.0,flat_uplift,10444.75,7833.56,0.8,floored,17407.92,526.76,448.8,0.0,0.0,0.0,Every additional linear meter up to 7 m total length
berliner-loop-rope,,Loop Rope,188,name_only_active,202.0,171.7,0.0,flat_uplift,11987.73,8990.79,0.8,floored,19979.55,604.58,515.1,0.0,0.0,0.0,Price first meter incl. all end fixings
berliner-loop-rope-2,,Loop Rope,188,name_only_active,106.0,90.1,0.0,flat_uplift,6290.59,4717.94,0.8,floored,10484.32,317.25,270.3,0.0,0.0,0.0,Every additional linear meter up to 7 m total length
berliner-rope-ladder-spaceball-xl,,Rope Ladder Spaceball XL,188,name_only_active,505.0,429.25,0.0,flat_uplift,29969.32,22476.99,0.8,floored,49948.87,1511.44,1287.75,0.0,0.0,0.0,Incl. fixings to structure and incl. ground fixings
berliner-rope-ladder-spaceball-l-neptun-phoenix,,Rope Ladder Spaceball L/Neptun/Phoenix,188,name_only_active,389.0,330.65,0.0,flat_uplift,23085.28,17313.96,0.8,floored,38475.47,1164.26,991.95,0.0,0.0,0.0,Incl. fixings to structure and incl. ground fixings
berliner-rope-ladder-spaceball-m-jupiter-pluto,,Rope Ladder Spaceball M/Jupiter/Pluto,188,name_only_active,329.0,279.65,0.0,flat_uplift,19524.56,14643.42,0.8,floored,32540.93,984.68,838.95,0.0,0.0,0.0,Incl. fixings to structure and incl. ground fixings
berliner-rope-ladder-spaceball-s-mini-jupiter,,Rope Ladder Spaceball S/Mini Jupiter,188,name_only_active,278.0,236.3,0.0,flat_uplift,16497.96,12373.47,0.8,floored,27496.6,832.04,708.9,0.0,0.0,0.0,Incl. fixings to structure and incl. ground fixings
berliner-climbing-rope-spaceball-xl,,Climbing Rope Spaceball XL,188,name_only_active,477.0,405.45,0.0,flat_uplift,28307.65,21230.74,0.8,floored,47179.42,1427.64,1216.35,0.0,0.0,0.0,Incl. fixings to structure and incl. ground fixings
berliner-climbing-rope-spaceball-l-neptun-phoenix,,Climbing Rope Spaceball L/Neptun/Phoenix,188,name_only_active,261.0,221.85,0.0,flat_uplift,15489.09,11616.82,0.8,floored,25815.15,781.16,665.55,0.0,0.0,0.0,Incl. fixings to structure and incl. ground fixings
berliner-climbing-rope-spaceball-m-jupiter-pluto,,Climbing Rope Spaceball M/Jupiter/Pluto,188,name_only_active,227.0,192.95,0.0,flat_uplift,13471.36,10103.52,0.8,floored,22452.27,679.4,578.85,0.0,0.0,0.0,Incl. fixings to structure and incl. ground fixings
berliner-climbing-rope-spaceball-s-mini-jupiter,,Climbing Rope Spaceball S/Mini Jupiter,188,name_only_active,192.0,163.2,0.0,flat_uplift,11394.27,8545.71,0.8,floored,18990.45,574.65,489.6,0.0,0.0,0.0,Incl. fixings to structure and incl. ground fixings
berliner-balancing-cable-bridge,,Balancing Cable Bridge,188,name_only_active,2188.0,1859.8,0.0,flat_uplift,115419.78,97385.44,0.6,floored,192366.3,5820.96,4959.47,0.0,0.0,0.0,3 m with bridge stand
berliner-jungle-bridge,,Jungle Bridge,188,name_only_active,1424.0,1210.4,0.0,flat_uplift,75117.81,63380.65,0.6,floored,125196.35,3788.41,3227.73,0.0,0.0,0.0,Price first meter incl. all end fixings
berliner-jungle-bridge-2,,Jungle Bridge,188,name_only_active,672.0,571.2,0.0,flat_uplift,35448.85,29909.97,0.6,floored,59081.42,1787.79,1523.2,0.0,0.0,0.0,Every additional linear meter up to 7 m total length
berliner-net-tunnel-3,,Net Tunnel,188,name_only_active,1097.0,932.45,0.0,flat_uplift,57868.15,48826.25,0.6,floored,96446.92,2918.46,2486.53,0.0,0.0,0.0,Price first meter incl. all end fixings
berliner-net-tunnel-4,,Net Tunnel,188,name_only_active,577.0,490.45,0.0,flat_uplift,34242.17,25681.63,0.8,floored,57070.28,1726.93,1471.35,0.0,0.0,0.0,Every additional linear meter up to 7 m total length
berliner-rubber-bridge-3,,Rubber Bridge,188,name_only_active,4009.0,3407.65,0.0,flat_uplift,191653.61,178436.12,0.45,floored,319422.68,9665.65,8235.15,0.0,0.0,0.0,3 m with stands
berliner-rubber-ramp,,Rubber Ramp,188,name_only_active,3621.0,3077.85,0.0,flat_uplift,173104.95,161166.68,0.45,floored,288508.25,8730.19,7438.14,0.0,0.0,0.0,Incl. handgrips and bottom tube anchoring
berliner-twisted-net-2,,Twisted Net,188,name_only_on_request,,,0.0,n/a,,,,,,,,,,,Price depends on individual project
berliner-rubber-mat-hexagon,,Rubber Mat Hexagon,188,name_only_active,438.0,372.3,0.0,flat_uplift,25993.19,19494.89,0.8,floored,43321.98,1310.91,1116.9,0.0,0.0,0.0,
berliner-rubber-mat-square,,Rubber Mat Square,188,name_only_active,184.0,156.4,0.0,flat_uplift,10919.51,8189.63,0.8,floored,18199.18,550.7,469.2,0.0,0.0,0.0,
berliner-quadropolis-for-jupiter,,Quadropolis for Jupiter,188,name_only_on_request,,,0.0,n/a,,,,,,,,,,,Price depends on individual project
berliner-quadropolis-for-mars,,Quadropolis for Mars,188,name_only_on_request,,,0.0,n/a,,,,,,,,,,,Price depends on individual project
berliner-hdpe-fort-for-neptun,,HDPE Fort for Neptun,188,name_only_active,16270.0,13829.5,0.0,flat_uplift,724159.57,724159.57,0.35,floored,1206932.62,36521.48,31116.38,0.0,0.0,0.0,"Incl. rubber membranes, panels and safety nets"
berliner-hdpe-flag,,HDPE Flag,188,name_only_active,674.0,572.9,0.0,flat_uplift,35554.36,29998.99,0.6,floored,59257.27,1793.11,1527.73,0.0,0.0,0.0,Incl. tube and fixings
berliner-system-net-for-spaceball-xl,,System Net for Spaceball XL,189,name_only_active,2593.0,2204.05,0.0,flat_uplift,123960.54,115411.54,0.45,floored,206600.9,6251.69,5326.45,0.0,0.0,0.0,
berliner-system-net-for-spaceball-l-neptun-maxi-mars-venus,,"System Net for Spaceball L/Neptun/Maxi Mars/
Venus",189,name_only_active,1593.0,1354.05,0.0,flat_uplift,84032.78,70902.65,0.6,floored,140054.63,4238.02,3610.8,0.0,0.0,0.0,
berliner-system-net-for-spaceball-m-jupiter-mars,,System Net for Spaceball M/Jupiter/Mars,189,name_only_active,951.0,808.35,0.0,flat_uplift,50166.46,42327.95,0.6,floored,83610.77,2530.04,2155.6,0.0,0.0,0.0,
berliner-system-net-for-spaceball-s,,System Net for Spaceball S,189,name_only_active,819.0,696.15,0.0,flat_uplift,43203.29,36452.78,0.6,floored,72005.48,2178.87,1856.4,0.0,0.0,0.0,
berliner-system-net-for-mini-jupiter-mini-mars,,System Net for Mini Jupiter/Mini Mars,189,name_only_active,833.0,708.05,0.0,flat_uplift,43941.81,37075.9,0.6,floored,73236.35,2216.11,1888.13,0.0,0.0,0.0,
berliner-access-net-small-type-for-spaceball-xl,,Access Net (Small Type) for Spaceball XL,189,name_only_active,3052.0,2594.2,0.0,flat_uplift,145903.42,135841.12,0.45,floored,243172.37,7358.34,6269.32,0.0,0.0,0.0,
berliner-access-net-small-type-for-spaceball-l,,Access Net (Small Type) for Spaceball L,189,name_only_active,2083.0,1770.55,0.0,flat_uplift,109880.9,92712.01,0.6,floored,183134.83,5541.61,4721.47,0.0,0.0,0.0,
berliner-access-net-small-type-for-spaceball-m,,Access Net (Small Type) for Spaceball M,189,name_only_active,1395.0,1185.75,0.0,flat_uplift,73588.02,62089.9,0.6,floored,122646.7,3711.26,3162.0,0.0,0.0,0.0,
berliner-access-net-small-type-for-spaceball-s,,Access Net (Small Type) for Spaceball S,189,name_only_active,964.0,819.4,0.0,flat_uplift,50852.23,42906.57,0.6,floored,84753.72,2564.63,2185.07,0.0,0.0,0.0,
berliner-access-net-small-type-for-neptun-phoenix,,Access Net (Small Type) for Neptun/Phoenix,189,name_only_active,1966.0,1671.1,0.0,flat_uplift,103709.0,87504.47,0.6,floored,172848.33,5230.35,4456.27,0.0,0.0,0.0,
berliner-access-net-small-type-for-jupiter-pluto,,Access Net (Small Type) for Jupiter/Pluto,189,name_only_active,1452.0,1234.2,0.0,flat_uplift,76594.85,64626.9,0.6,floored,127658.08,3862.9,3291.2,0.0,0.0,0.0,
berliner-access-net-small-type-for-mini-jupiter,,Access Net (Small Type) for Mini Jupiter,189,name_only_active,1395.0,1185.75,0.0,flat_uplift,73588.02,62089.9,0.6,floored,122646.7,3711.26,3162.0,0.0,0.0,0.0,
berliner-access-net-wide-type-for-neptun-phoenix,,Access Net (Wide Type) for Neptun/Phoenix,189,name_only_active,4031.0,3426.35,0.0,flat_uplift,192705.34,179415.32,0.45,floored,321175.57,9718.69,8280.35,0.0,0.0,0.0,
berliner-access-net-wide-type-for-jupiter-pluto,,Access Net (Wide Type) for Jupiter/Pluto,189,name_only_active,2862.0,2432.7,0.0,flat_uplift,136820.31,127384.43,0.45,floored,228033.85,6900.25,5879.02,0.0,0.0,0.0,
berliner-access-net-wide-type-for-mini-jupiter,,Access Net (Wide Type) for Mini Jupiter,189,name_only_active,2702.0,2296.7,0.0,flat_uplift,129171.38,120263.01,0.45,floored,215285.63,6514.49,5550.36,0.0,0.0,0.0,
berliner-trapeze-access-net-wide-side-up-for-neptun-phoenix,,"Trapeze Access Net Wide Side Up for Neptun/
Phoenix",189,name_only_active,2870.0,2439.5,0.0,flat_uplift,137202.76,127740.5,0.45,floored,228671.27,6919.54,5895.46,0.0,0.0,0.0,
berliner-trapeze-access-net-wide-side-up-for-jupiter-pluto,,Trapeze Access Net Wide Side Up for Jupiter/Pluto,189,name_only_active,2038.0,1732.3,0.0,flat_uplift,107507.09,90709.11,0.6,floored,179178.48,5421.9,4619.47,0.0,0.0,0.0,
berliner-trapeze-access-net-wide-side-up-for-mini-jupiter,,Trapeze Access Net Wide Side Up for Mini Jupiter,189,name_only_active,1695.0,1440.75,0.0,flat_uplift,89413.41,75442.56,0.6,floored,149022.35,4509.38,3842.0,0.0,0.0,0.0,
berliner-trapeze-access-net-wide-side-down-for-spaceball-xl,,"Trapeze Access Net Wide Side Down for
Spaceball XL",189,name_only_active,4191.0,3562.35,0.0,flat_uplift,200354.28,186536.74,0.45,floored,333923.8,10104.45,8609.01,0.0,0.0,0.0,
berliner-trapeze-access-net-wide-side-down-for-spaceball-l,,Trapeze Access Net Wide Side Down for Spaceball L,189,name_only_active,2229.0,1894.65,0.0,flat_uplift,117582.59,99210.31,0.6,floored,195970.98,5930.03,5052.4,0.0,0.0,0.0,
berliner-trapeze-access-net-wide-side-down-for-spaceball-m,,Trapeze Access Net Wide Side Down for ­Spaceball M,189,name_only_active,1518.0,1290.3,0.0,flat_uplift,80076.43,67564.49,0.6,floored,133460.72,4038.49,3440.8,0.0,0.0,0.0,
berliner-trapeze-access-net-wide-side-down-for-spaceball-s-trapeze-access-net-wide-side-down-for-neptun-phoenix,,"Trapeze Access Net Wide Side Down for Spaceball S
Trapeze Access Net Wide Side Down for Neptun/
Phoenix","189
189",name_only_on_request,,,0.0,n/a,,,,,,,,,,,
berliner-trapeze-access-net-wide-side-down-for-jupiter-pluto,,"Trapeze Access Net Wide Side Down for Jupiter/
Pluto",189,name_only_active,1826.0,1552.1,0.0,flat_uplift,96323.82,81273.23,0.6,floored,160539.7,4857.89,4138.93,0.0,0.0,0.0,
berliner-trapeze-access-net-wide-side-down-for-mini-jupiter,,Trapeze Access Net Wide Side Down for Mini Jupiter,189,name_only_active,1723.0,1464.55,0.0,flat_uplift,90890.44,76688.81,0.6,floored,151484.07,4583.87,3905.47,0.0,0.0,0.0,
berliner-curved-tunnel-slide-for-neptun,,Curved Tunnel Slide for Neptun,189,name_only_active,17930.0,15240.5,0.0,flat_uplift,798044.32,798044.32,0.35,floored,1330073.87,40247.7,34291.13,0.0,0.0,0.0,1/3 tube stainless steel
berliner-tube-slide-for-neptun,,Tube Slide for Neptun,189,name_only_active,22352.0,18999.2,0.0,flat_uplift,994862.61,994862.61,0.35,floored,1658104.35,50173.82,42748.2,0.0,0.0,0.0,stainless steel
berliner-straight-box-slide-system-slide-narrow-type-for-neptun,,"Straight Box Slide (system slide narrow type)
for Neptun",189,name_only_active,6621.0,5627.85,0.0,flat_uplift,316522.47,294693.33,0.45,floored,527537.45,15963.15,13600.64,0.0,0.0,0.0,stainless steel
berliner-straight-box-slide-system-slide-wide-type-for-neptun,,"Straight Box Slide (system slide wide type)
for Neptun",190,name_only_active,8304.0,7058.4,0.0,flat_uplift,396979.7,369601.79,0.45,floored,661632.83,20020.84,17057.8,0.0,0.0,0.0,stainless steel
berliner-curved-tunnel-slide-for-jupiter,,Curved Tunnel Slide for Jupiter,189,name_only_active,15106.0,12840.1,0.0,flat_uplift,672351.23,672351.23,0.35,,1120585.38,33908.63,28890.22,0.0,0.0,0.0,1/3 tube stainless steel
berliner-tube-slide-for-jupiter,,Tube Slide for Jupiter,189,name_only_active,19528.0,16598.8,0.0,flat_uplift,869169.52,869169.52,0.35,floored,1448615.87,43834.75,37347.3,0.0,0.0,0.0,stainless steel
berliner-straight-box-slide-system-slide-narrow-type-for-jupiter,,"Straight Box Slide (system slide narrow type)
for Jupiter",189,name_only_active,5981.0,5083.85,0.0,flat_uplift,285926.73,266207.65,0.45,floored,476544.55,14420.12,12285.97,0.0,0.0,0.0,stainless steel
berliner-straight-box-slide-system-slide-wide-type-for-jupiter,,"Straight Box Slide (system slide wide type)
for Jupiter",190,name_only_active,7511.0,6384.35,0.0,flat_uplift,359069.67,334306.24,0.45,floored,598449.45,18108.93,15428.85,0.0,0.0,0.0,stainless steel
berliner-straight-box-slide-system-slide-narrow-type-for-mini-jupiter,,"Straight Box Slide (system slide narrow type)
for Mini Jupiter",189,name_only_active,5660.0,4811.0,0.0,flat_uplift,270581.06,251920.29,0.45,floored,450968.43,13646.19,11626.58,0.0,0.0,0.0,stainless steel
berliner-straight-box-slide-system-slide-wide-type-for-mini-jupiter,,"Straight Box Slide (system slide wide type)
for Mini Jupiter",190,name_only_active,7233.0,6148.05,0.0,flat_uplift,345779.64,321932.77,0.45,floored,576299.4,17438.68,14857.79,0.0,0.0,0.0,stainless steel
berliner-straight-box-slide-system-slide-narrow-type-for-spaceball-xl,,"Straight Box Slide (system slide narrow type)
for Spaceball XL",189,name_only_active,7330.0,6230.5,0.0,flat_uplift,350416.81,326250.13,0.45,floored,584028.02,17672.54,15057.04,0.0,0.0,0.0,stainless steel
berliner-straight-box-slide-system-slide-narrow-type-for-spaceball-l,,"Straight Box Slide (system slide narrow type)
for Spaceball L",189,name_only_active,6621.0,5627.85,0.0,flat_uplift,316522.47,294693.33,0.45,floored,527537.45,15963.15,13600.64,0.0,0.0,0.0,stainless steel
berliner-straight-box-slide-system-slide-narrow-type-for-spaceball-m,,"Straight Box Slide (system slide narrow type)
for Spaceball M",189,name_only_active,5981.0,5083.85,0.0,flat_uplift,285926.73,266207.65,0.45,floored,476544.55,14420.12,12285.97,0.0,0.0,0.0,stainless steel
berliner-straight-box-slide-system-slide-narrow-type-for-spaceball-s,,"Straight Box Slide (system slide narrow type)
for Spaceball S",189,name_only_active,5660.0,4811.0,0.0,flat_uplift,270581.06,251920.29,0.45,floored,450968.43,13646.19,11626.58,0.0,0.0,0.0,stainless steel
berliner-straight-box-slide-system-slide-wide-type-for-spaceball-xl,,"Straight Box Slide (system slide wide type)
for Spaceball XL",190,name_only_active,9173.0,7797.05,0.0,flat_uplift,438522.97,408280.01,0.45,floored,730871.62,22115.99,18842.87,0.0,0.0,0.0,stainless steel
berliner-straight-box-slide-system-slide-wide-type-for-spaceball-l,,"Straight Box Slide (system slide wide type)
for Spaceball L",190,name_only_active,8304.0,7058.4,0.0,flat_uplift,396979.7,369601.79,0.45,floored,661632.83,20020.84,17057.8,0.0,0.0,0.0,stainless steel
berliner-straight-box-slide-system-slide-narrow-type-for-mars,,"Straight Box Slide (system slide narrow type)
for Mars",189,name_only_active,5981.0,5083.85,0.0,flat_uplift,285926.73,266207.65,0.45,floored,476544.55,14420.12,12285.97,0.0,0.0,0.0,stainless steel
berliner-straight-concave-slide,,Straight Concave Slide,189,name_only_on_request,,,0.0,n/a,,,,,,,,,,,Upon request
berliner-curved-concave-slide-2,,Curved Concave Slide,189,name_only_on_request,,,0.0,n/a,,,,,,,,,,,Upon request
berliner-straight-banister-for-jupiter,,Straight Banister for Jupiter,189,name_only_active,2570.0,2184.5,0.0,flat_uplift,122861.01,114387.84,0.45,floored,204768.35,6196.24,5279.21,0.0,0.0,0.0,
berliner-straight-banister-for-neptun,,Straight Banister for Neptun,189,name_only_active,2862.0,2432.7,0.0,flat_uplift,136820.31,127384.43,0.45,floored,228033.85,6900.25,5879.02,0.0,0.0,0.0,
berliner-curved-banister-for-jupiter,,Curved Banister for Jupiter,189,name_only_active,2570.0,2184.5,0.0,flat_uplift,122861.01,114387.84,0.45,floored,204768.35,6196.24,5279.21,0.0,0.0,0.0,
berliner-curved-banister-for-neptun,,Curved Banister for Neptun,189,name_only_active,2862.0,2432.7,0.0,flat_uplift,136820.31,127384.43,0.45,floored,228033.85,6900.25,5879.02,0.0,0.0,0.0,
berliner-suspension-bridge-4,,Suspension Bridge,189,name_only_active,769.0,653.65,0.0,flat_uplift,40565.73,34227.33,0.6,floored,67609.55,2045.85,1743.07,0.0,0.0,0.0,Price first meter incl. all end fixings
berliner-suspension-bridge-5,,Suspension Bridge,189,name_only_active,526.0,447.1,0.0,flat_uplift,31215.57,23411.67,0.8,floored,52025.95,1574.29,1341.3,0.0,0.0,0.0,Every additional linear meter up to 7 m total length
berliner-dormer-entrance,,Dormer Entrance,189,name_only_active,3797.0,3227.45,0.0,flat_uplift,181518.78,169000.24,0.45,floored,302531.3,9154.52,7799.67,0.0,0.0,0.0,
berliner-net-fort,,Net Fort,189,name_only_active,7962.0,6767.7,0.0,flat_uplift,380630.1,354379.75,0.45,floored,634383.5,19196.29,16355.27,0.0,0.0,0.0,
berliner-rubber-nest,,Rubber Nest,189,name_only_active,1930.0,1640.5,0.0,flat_uplift,101809.95,85902.15,0.6,floored,169683.25,5134.57,4374.67,0.0,0.0,0.0,"Consists of 4 × Rubber Mat Hexagon and
1 × Rubber Mat Square"
berliner-fast-lane-slide-hdpe-mini-jupiter-mini-mars,,Fast Lane Slide (HDPE) Mini Jupiter/Mini Mars,190,name_only_active,4927.0,4187.95,0.0,flat_uplift,235539.37,219295.28,0.45,floored,392565.62,11878.94,10120.88,0.0,0.0,0.0,"Attachment height approx. 1,2 m"
berliner-fast-lane-slide-hdpe-jupiter-mars-net-house-spaceball-m,,"Fast Lane Slide (HDPE) Jupiter/Mars/Net House/
Spaceball M",190,name_only_active,5743.0,4881.55,0.0,flat_uplift,274548.94,255614.53,0.45,floored,457581.57,13846.3,11797.08,0.0,0.0,0.0,"Attachment height approx. 1,5 m"
berliner-fast-lane-slide-hdpe-neptun-maxi-mars-spaceball-l,,"Fast Lane Slide (HDPE) Neptun/Maxi Mars/
Spaceball L",190,name_only_active,6596.0,5606.6,0.0,flat_uplift,315327.32,293580.61,0.45,floored,525545.53,15902.88,13549.28,0.0,0.0,0.0,"Attachment height approx. 1,8 m"
berliner-91-200-040,91.200.040,Pentagode XL,198,active,27251.0,23163.35,0.0,flat_uplift,1212911.65,1212911.65,0.35,,2021519.42,61170.67,52117.54,0.0,0.0,0.0,
berliner-91-200-030,91.200.030,Pentagode L,199,active,19921.0,16932.85,0.0,flat_uplift,886661.51,886661.51,0.35,floored,1477769.18,44716.93,38098.91,0.0,0.0,0.0,
berliner-91-200-020,91.200.020,Pentagode M,199,active,18388.0,15629.8,0.0,flat_uplift,818429.39,818429.39,0.35,floored,1364048.98,41275.78,35167.05,0.0,0.0,0.0,
berliner-91-200-010,91.200.010,Pentagode S,199,active,14592.0,12403.2,0.0,flat_uplift,649473.66,649473.66,0.35,floored,1082456.1,32754.85,27907.2,0.0,0.0,0.0,
berliner-712-000-5350,712.000.5350,Tetragode 5350,202,active,15977.0,13580.45,0.0,flat_uplift,711118.47,711118.47,0.35,,1185197.45,35863.78,30556.01,0.0,0.0,0.0,
berliner-712-000-9300,712.000.9300,Tetragode 9300,202,active,44724.0,38015.4,0.0,flat_uplift,1990615.41,1990615.41,0.35,,3317692.35,100392.54,85534.65,0.0,0.0,0.0,
berliner-712-000-7400,712.000.7400,Tetragode 7400,203,active,24259.0,20620.15,0.0,flat_uplift,1079741.06,1079741.06,0.35,,1799568.43,54454.49,46395.34,0.0,0.0,0.0,
berliner-712-000-6100,712.000.6100,Tetragode 6100,203,active,18915.0,16077.75,0.0,flat_uplift,841885.57,841885.57,0.35,floored,1403142.62,42458.74,36174.94,0.0,0.0,0.0,
berliner-712-000-3850,712.000.3850,Tetragode 3850,203,active,13524.0,11495.4,0.0,flat_uplift,601938.17,601938.17,0.35,floored,1003230.28,30357.5,25864.65,0.0,0.0,0.0,
berliner-712-000-7461-003,712.000.7461.003,Tetragode 7461.03 (with crow’s nest),204,active,62838.0,53412.3,0.0,flat_uplift,2796849.36,2796849.36,0.35,floored,4661415.6,141053.27,120177.67,0.0,0.0,0.0,
berliner-712-000-3852,712.000.3852,Tetragode 3852,205,active,23891.0,20307.35,0.0,flat_uplift,1063361.79,1063361.79,0.35,,1772269.65,53628.44,45691.54,0.0,0.0,0.0,
